,name,description,price,product_details,variatal,size,country,closure,target
404,otter craft distilling,ocd whiskey barrel 1 limited edition,300.0,"single malt. single cask.

barrel 1 represents not only the first expression of ocd, but it is also the first time that voyager malts from the nsw riverina has had their locally malted barley mashed for distillation and subsequently the first whiskey released using voyager malt.

this is a proud moment for ocd to showcase an exceptional whiskey and highlight the power of a great partnership built on mutual respect for all ingredients, and the people who produce them.

using only premium grain from the riverina in nsw, then malted locally, ocd whiskey starts with the very best of local ingredients. the rich powerful flavours are a reflection of small batch mashes, with longer fermentation times, that allow the flavour profiles to develop.

distilled with a mix of traditional and innovative methods and cuts made purely on taste, ocd new make offers an already well developed profile.

matched with barrels that range from locally sourced wineries that have been re-coopered to recharge the barrel, to barrels from around the world, that have had a previous life storing rum and whiskey, each single barrel release is unique in its own great way.

all ocd whiskey is bottled in bond.

aroma: warm rich notes of florals with a rich colour that reflects the history of the port barrel.

tasting notes: a smooth mouth feel with a deep flavour of dried fruits, complimented with a hint of light smokiness from the barrel.

a malted barley base that offers a warm and welcome finish.

 ",single malt,500.0,wales,cork,1
405,linkwood,25 year old single malt scotch whisky 700ml,269.99,"made at linkwood distillery, this speyside single malt was matured for a quarter of a century in refill sherry casks, before being bottled by gordon & macphail for its distillery labels series.",single malt,700.0,scotland,cork,1
406,the macallan,1950 single malt scotch whisky 700ml,45000.0,this masterpiece is one of the lesser known greats of macallan's and is now very hard to find. its rich citrus lemon with peaty smoke is forward with a floral character almost like perfume. it has hints of elegant spices mixed in with hardwood.,single malt,700.0,scotland,cork,1
407,mars,komagatake shinanotanpopo single malt whisky 700ml,253.99,"a true expression of the environment, this 3rd release in the nature of shinshu series is a blend of 2014 distilled malt and distilled malt that is in excess of 20 years old. floral notes and ripe fruit, like plum and fig, are evident on the nose. the palate is elegant with soft texture, and there is a delicate smokiness from the malt, with a hint of citrus, vanilla and spicy sweetness. the sherry cask influence with the aged malt gives the whisky a special charm.",single malt,700.0,cork,cork,1
408,gordon & macphail,glen grant 40 year old speyside single malt scotch whisky 700ml,900.0,"glen grant distillery was the first of five to be built in the town of rothes. it was built by john &amp; james grant, two brothers who had previously been involved in illicit distilling. this grand old bottling is perfect as an after dinner dram, presenting stewed apples, dark chocolate and hints of tobacco.",single malt,700.0,scotland,stopper,1
409,gordon & macphail,1974 glenlivet single malt scotch whisky 700ml,1000.0,on the nose you experience red cox apples fried in butter followed by notes of rose water and parma violets and warm sherried oak. the palate is reminiscent of fresh sliced apple and a hint of struck matches with a little spice in the background. the you experience a long finish with notes of dark chocolate and ground pepper.,single malt,700.0,scotland,cork,1
410,jura,16 year old diurachs' own single malt scotch whisky 700ml,119.99,"rich and full-bodied with hints of citrus fruit and toffee. this is one patient customer – biding its time for 14 years in american white oak, followed by another two in ex-amoroso oloroso sherry casks. the result is an unbelievably full-bodied finish and countless flavours to enjoy.
colour: rich amber gold
nose: silky vanilla and honey with hints of ginger
taste: a full-bodied malt where flavours of creamy dark chocolate and orange peel develop into cinnamon spice and hints of smooth soft honey.",single malt,700.0,scotland,unknown,1
411,old pulteney,18 year old single malt scotch whisky 700ml,249.99,"second fill american oak, ex-bourbon casks, followed by a period of further maturation in first fill spanish oak, ex-oloroso casks. intense and warming. welcoming chocolate and creamy vanilla, with rich honey sweetness tempered by vibrant spices. a whisper of flowery fruitiness yields to crisp bursts of citrus and apple. chocolatey indulgence layered with honeyed spices and christmas cake. floral note lend a dash of finesse, while zesty hints of citrus and green apple enliven a lovely long finish.",single malt,700.0,scotland,stopper,1
412,tullibardine,25 year old 700ml boxed,298.0,"the tullibardine 25 has been matured for a minimum of 25 years in ex-sherry hogsheads. it is beautifully aged, with wonderful hues of red, orange and brown.
amazingly, no oaky notes appear at all for a whisky of this age. instead, you’ll discover subtle vanilla, toffee and orange chocolate. this whisky has an incredible viscous quality that fills the mouth with baked banana, orange peel and a long, creamy, silky finish",single malt,700.0,scotland,cork,1
413,kilchoman,loch gorm islay single malt scotch whisky 700ml,149.99,"named after a famously peaty loch overlooked by the distillery, kilchoman loch gorm islay single malt scotch whisky displays a unique balance of sherry influence and maturity. loch gorm combines rich sherry fruits and spices with smoldering peat, cloves and lingering sweetness.",single malt,700.0,scotland,cork,1
414,ancnoc,22 year old highland single malt scotch whisky 700ml,219.99,"sweet and spicy on the nose with notes of honey and toffee. warm christmas cake backed with the freshness of lemons, green apples and cut flowers. full bodied and complex, the palate devliers crushed clove, raisin and blood orange flavours, closely followed by layers of fragrant vanilla and leather.",single malt,700.0,scotland,stopper,1
415,the macallan,1824 series sienna scotch whisky 700ml,184.99,"the macallan 1824 series focuses on single malts that are of exemplary colour and flavour with a range of casks and liquid ages (no age statement) used to deliver the desired colour and exceptional macallan character. the 'sienna', exclusively matured in sherry oaks casks, brings subtle notes of vanilla, zest and fresh green apples. the palate opens up with dates, figs and raisins which then defer to nutmeg and ginger before the vanilla returns, tying it all together. the final fanfare is a gentle, smooth and warming finish.",single malt,700.0,scotland,cork,1
416,balblair,1989 highland single malt scotch whisky 700ml,129.88,"the last remaining stocks of the balblair vintage, before relaunching under age statement whiskies in 2019. balblair was long known to blenders as a category 'a' malt -due to it's superior quality and taste. aged predominately in ex-bourbon barrels, this whisky has aromas of citrus, lime, fresh honeycomb with a long finish full of ripe peaches and apricots back with lemon curd.",single malt,700.0,scotland,cork,1
417,talisker,scotch whisky distillers edition 2016 700ml,119.99,"after its usual aging process in american oak casks, this talisker whisky undergoes a second maturation which makes the distillers edition unique with the flavour profile being older, sweeter and richer than the regular bottling's. on the palate, crisp peat then softens to great richness in the mouth. sweet, roasty malt with heathery dryness and a luscious, slightly oily sweetness with juicy fruit and vanilla.",blended,700.0,scotland,cork,1
